ID;Name;RequestingArea;RevenueStream;BudgetGroup;MicroPhase;PriorityRA;Value;Urgency;Risk;Size
129501;[DesconexiÛn SGC] Qlik - MigraciÛn App GestiÛn de Estacionados - Cloud;CIO;eCommerce;Technology;In Solution;15;;;;
130861;[Minerva] - Cambiar mÈtodo de autenticaciÛn en Minerva;CIO;eCommerce;Technology;In Definition;16;;;;
130668;MigraciÛn Infraestructura GIT => GitHub (Salesforce);CIO;eCommerce;Technology;Backlog;17;;;;
130669;MigraciÛn Infraestructura GIT => GitHub , Arquetipo .net;CIO;eCommerce;Technology;Backlog;18;;;;
130670;MigraciÛn Infraestructura de Web Corporativa de AckStorm a Ctt Express;CIO;eCommerce;Technology;Backlog;19;;;;
130075;[Auditoria PT] Controles periÛdicos que garanticen la selecciÛn de lecturas Ûptimas para facturaciÛn;CIO;eCommerce;Technology;Backlog;20;;;;
129678;[DesconexiÛn SGC] PDA Planta-Dependencias PDA planta de SGC;CIO;eCommerce;Technology;In Definition;21;;;;
130377;CreaciÛn de Interfaz de usuario para simular la creaciÛn y ciclo de vida de envÌo;CIO;eCommerce;Technology;Backlog;22;;;;
130532;[WebHook] - Shein ADT - MigraciÛn de infraestructura de Shein ADT;CIO;eCommerce;Technology;Backlog;23;;;;
129565;[Internacional] - PolÌtica de reintentos en la grabaciÛn de envÌos internacionales en el sistema del proveedor;CIO;eCommerce;Technology;Backlog;24;;;;
129577;Incluir 'audit' en los mensajes publicados en el tÛpico aws.delivery.fct.international-v1;CIO;eCommerce;Technology;Backlog;25;;;;
129741;[Containerization] FASE2: Producir en package_event;CIO;eCommerce;Technology;In Definition;26;;;;
130433;[PET-3-] [Item-Status-v2] - Es necesario propagar la localizaciÛn GPS de los eventos en los cambios de estado de item y envÌo;CIO;eCommerce;Technology;In Solution;27;;;;
130147;[DesconexiÛn SGC] [PUDOS] - MigraciÛn de funcionalidades de SGC al Cloud;CIO;eCommerce;Technology;Backlog;28;;;;
130362;[CIBER]  - EliminaciÛn del acceso p˙blico de los ficheros de agencias y canalizaciones en transfer.cttexpress.com;CIO;eCommerce;Technology;Backlog;29;;;;
130491;[Tech] API de common-edge Refactor;CIO;eCommerce;Technology;Backlog;30;;;;
129500;[DesconexiÛn SGC] Qlik - MigraciÛn App AnalÌtica Comercial - Cloud;CIO;eCommerce;Technology;In Definition;31;;;;
130077;[Auditoria PT] Garantizar ejecuciÛn de fase de pruebas antes y despuÈs de implantar nuevos desarrollos;CIO;eCommerce;Technology;Backlog;32;;;;
130078;[Auditoria PT] Implementar pruebas preventivas para identificar errores en la parametrizaciÛn de las reglas de peso;CIO;eCommerce;Technology;Backlog;33;;;;
129502;[DesconexiÛn SGC] Qlik - MigraciÛn App Indicadores de siniestros - Cloud;CIO;eCommerce;Technology;In Solution;34;;;;
129504;[DesconexiÛn SGC] Qlik - MigraciÛn App Territory P&L - Cloud;CIO;eCommerce;Technology;In Definition;35;;;;
130480;ActualizaciÛn de maestro de cÛdigos postales PT en nexus;CIO;eCommerce;Technology;Backlog;36;;;;
129679;[DesconexiÛn SGC] Evolutivo - Quitar topics SGC (control point, ship-v1,..);CIO;eCommerce;Technology;High Level Design;37;;;;
130713;CreaciÛn Arquetipo .net;CIO;eCommerce;Technology;In Solution;38;;;;
129776;"Habilitar registro de incidencias ""Llegada por error"" y ""MercancÌa no enlazada"" a travÈs del cÛdigo de barras del sinÛnimo.";CIO;eCommerce;Technology;High Level Design;39;;;;
130239;[DesconexiÛn SGC] Cambio Maestro de canalizaciones en COs;CIO;eCommerce;Technology;In Definition;40;;;;
129721;[SGC] Actualizar protocolo de comunicaciones TLS;CIO;eCommerce;Technology;In Solution;41;;;;
129492;Estabilidad? - MigraciÛn†Conflluent?;CIO;eCommerce;Technology;Backlog;42;;;;
130492;[Tech] [DesconexiÛn SGC] DesconexiÛn API WebTracking a Item-history (bitacora);CIO;eCommerce;Technology;In Solution;43;;;;
130166;[DesconexiÛn SGC] MigraciÛn exportaciÛn de informes de SGC a Cloud;CIO;eCommerce;Technology;Backlog;44;;;;
130076;"[DesconexiÛn SGC] [Auditoria PT]  Controles para garantizar la integraciÛn correcta de la informaciÛn entre microservicio ""Manifiestos"" y SGC";CIO;eCommerce;Technology;Backlog;45;;;;
130489;crear plantilla de colecciones de mongodb;CIO;eCommerce;Technology;Backlog;46;;;;
130490;crear indice atlas search;CIO;eCommerce;Technology;Backlog;47;;;;
130349;DiseÒar flujos de Trabajo IA - React;CIO;eCommerce;Technology;Backlog;48;;;;
130350;Analisis protocolos MCP para integraciÛn de clientes;CIO;eCommerce;Technology;Backlog;49;;;;
130440;Autodocumentacion IntegraciÛn Mulesoft con IA;CIO;eCommerce;Technology;Backlog;50;;;;
130573;CreaciÛn arquetipo desarrollo React;CIO;eCommerce;Technology;Backlog;51;;;;
130622;Incluir en nexia opciones multi-idioma;CIO;eCommerce;Technology;Backlog;52;;;;
130625;Desconectar servidor SFTP SGC;CIO;eCommerce;Technology;Backlog;53;;;;
130647;DiseÒar Flujos de trabajo IA - .Net;CIO;eCommerce;Technology;Backlog;54;;;;
130021;[DesconexiÛn SGC] MÛdulo de tasaciÛn Cloud;CIO;eCommerce;Technology;Backlog;55;;;;
130662;MigraciÛn Microservicios a SLA nuevo;CIO;eCommerce;Technology;In Definition;56;;;;
130843;[Web p˙blica Nexus] - Im·genes alojadas en DOT (ex Wordpress) estudiar alojarlas en AWS;CIO;eCommerce;Technology;Backlog;57;;;;
130853;DefiniciÛn de la estrategia de preparaciÛn de entornos de prueba de aplicaciones;CIO;eCommerce;Technology;Backlog;58;;;;
130967;[Bit·cora] - Implementar aplicaciÛn interna que permita establecer la configuraciÛn que necesita Bit·cora;CIO;eCommerce;Technology;Backlog;59;;;;
130730;OptimizaciÛn del CAU mediante herramientas de autodiagnÛstico para operativas crÌticas;CIO;eCommerce;Technology;Backlog;60;;;;
130793;FederaciÛn de acceso a Salesforce mediante SSO - EntraID;CIO;eCommerce;Technology;Backlog;61;;;;
130796;MongoDB - RecopilaciÛn de usuarios y reset de contraseÒas;CIO;eCommerce;Technology;Backlog;62;;;;
130815;RevisiÛn del PRN actual;CIO;eCommerce;Technology;Backlog;63;;;;
130829;Notificaciones AWS para migraciones de lambdas de python 3.9 a 3.12;CIO;eCommerce;Technology;Backlog;64;;;;
130871;[Web de Clientes] - Vulnerabilidad crÌtica web clientes y  RevisiÛn de la web antigua;CIO;eCommerce;Technology;In Definition;65;;;;
130700;Migrar clusters de Mongo a MultiAZ;CIO;eCommerce;Technology;Backlog;66;;;;
130709;ActualizaciÛn autom·tica de aplicaciones hijas en Nexia;CIO;eCommerce;Technology;In Definition;67;;;;
130675;Cyber - SecurizaciÛn de los accesos a webcliente.cttexpress.com y api.cttexpress.com;CIO;eCommerce;Technology;Backlog;68;;;;
130219;IntegraciÛn Clientes;CIO;eCommerce;Technology;Backlog;69;;;;
131059;Plataforma de ConfiguraciÛn de Agentes IA;CIO;eCommerce;Technology;In Definition;70;;;;
131070;Nuevo entorno de desarrollo para microservicios;CIO;eCommerce;Technology;In Definition;71;;;;
129663;Cambio de API para disponer de la informaciÛn de valor y peso a declarar ante la aduana por parte del Cliente  (TC);CIO;eCommerce;Technology;Backlog;72;;;;
130161;PMO - Seguimiento y Control de Proyectos;CIO;eCommerce;Technology;Backlog;73;;;;
130366;Seguimiento & Control de IT - FormaciÛn - Vacaciones - Otros;CIO;eCommerce;Technology;Backlog;74;;;;
132845;[PEPE] Epica de prueba;CIO;eCommerce;Technology;Backlog;75;;;;
50852;SOC  - operacionalizaÁ„o do serviÁo;CISO;Mail;CISO;Ready for Solution;1;;;;
126574;DLP (Data Loss Prevention) - Wave 1;CISO;Mail;CISO;Backlog;2;;;;
126576;Plano de formaÁ„o (global e board);CISO;Mail;CISO;Backlog;3;;;;
41221;DART Team - RecomendaÁıes CTT;CISO;Mail;CISO;In Definition;4;;;;
50849;Cyber attack simulation Table-top;CISO;Mail;CISO;Backlog;5;;;;
50856;DefiniÁ„o de modelo de governo para gest„o de seguranÁa da informaÁ„o, compliance e gest„o de risco;CISO;Mail;CISO;Backlog;6;;;;
51049;DefiniÁ„o de PolÌtica de Gest„o de Risco Cyber;CISO;Mail;CISO;Backlog;7;;;;
53828;SeguranÁa da InformaÁ„o - revis„o anual 2025 de PolÌticas e Normativos;CISO;Mail;CISO;Backlog;8;;;;
126575;DLP (Data Loss Prevention) - Wave 2;CISO;Mail;CISO;Backlog;9;;;;
87922;CriaÁ„o de Ordens de Fornecimento SAP/R3;CL;Mail;Corporate;Backlog;1;;;;
176107;PRODUTOS COM LEITURA OBRIGATORIA DE CODIGO DE  IDENTIFICA«¬O;CL;Mail;Corporate;Backlog;2;;;;
96602;Ariba - migraÁ„o para SAP R/3 dos dados do fornecedor em SAP Rise;CL;Mail;Corporate;Backlog;3;;;;
189375;MRP ArmazÈm Central CTT;CL;Mail;Corporate;Backlog;4;;;;
130406;[Nexus Piloto Operacional] [P&S] Mapeo productos y servicios adicionales para manifiestos flujo PT->PT;CMO;eCommerce;Commercial;In Solution;1;;;;
130343;[Nuevo Producto]-[Minerva]-Producto 48h a Islas Canarias;CMO;eCommerce;Commercial;Ready for Approval;2;;;;
129755;[Nexus][Internacional]-[Nuevo Producto Low Cost]- SKYNET;CMO;eCommerce;Commercial;Ready for Development;3;;;;
131044;[PUDOS] - Herramienta para orden de recogidas en PUDOS;CMO;eCommerce;Commercial;High Level Design;4;;;;
131056;[PUDOS] - GeneraciÛn POD envÌos Celeritas / Locky;CMO;eCommerce;Commercial;High Level Design;5;;;;
130365;[Nexus Piloto Operacional] [We Care] GeneraciÛn y consumo del POD para Fase 2;CMO;eCommerce;Commercial;Ready for Approval;6;;;;
130847;[NEXUS]-[OOH] - MVP;CMO;eCommerce;Commercial;In Definition;7;;;;
131024;[NEXUS] [DesconexiÛn SGC - FR y BR]  [Web de clientes] ConfiguraciÛn - AdministraciÛn, gestiÛn de usuarios y centros de FRANQUICIAS y BROKERS (settings);CMO;eCommerce;Commercial;Pitch;8;;;;
129771;[Web de Clientes] - ConfiguraciÛn - AdministraciÛn, gestiÛn de usuarios y centros de Clientes de Venta directa (settings);CMO;eCommerce;Commercial;Pitch;9;;;;
130103;[Nexus] [Notificaciones]  Whatsapp desde Marketing Cloud Engagement de Salesforce - EnvÌo WP para el envÌo de notificaciones con incidencia;CMO;eCommerce;Commercial;In Definition;10;;;;
130396;[Web de Clientes] - GrabaciÛn masiva de envÌos (carga de fichero) - v2;CMO;eCommerce;Commercial;In Solution;11;;;;
129670;[Nexus] [Producto] - Pack Express;CMO;eCommerce;Commercial;High Level Design;12;;;;
130304;[Nexus] [Producto] - Entregas Comerciales (Red Shopping);CMO;eCommerce;Commercial;Pitch;13;;;;
130435;[Nexus]-Portfolio IbÈrico;CMO;eCommerce;Commercial;Pitch;14;;;;
129489;[Nexus] [Producto] - OTP entrega segura;CMO;eCommerce;Commercial;High Level Design;15;;;;
129676;[Nexus] [Producto] - DevoluciÛn F·cil (implantar el modelo de PT para las devoluciones);CMO;eCommerce;Commercial;Pitch;16;;;;
130543;[PUDOS] - Incluir selecciÛn origen PT en Web Clientes para servicios RDP origen PT con manifiesto en ES;CMO;eCommerce;Commercial;Ready for Development;17;;;;
130431;[Nexus-MVP] [Web de Clientes]  VisualizaciÛn Indicadores y KPIs en web de clientes en base a la app de Qlik;CMO;eCommerce;Commercial;Pitch;18;;;;
130451;[Nexus-MVP] [Web de Clientes] GestiÛn Consumibles;CMO;eCommerce;Commercial;Pitch;19;;;;
130348;[Minerva]- Modelo Tarifario Densidades Zoning Actual;CMO;eCommerce;Commercial;Backlog;20;;;;
129896;[Nexus] [Notificaciones] - Notificaciones ibericas;CMO;eCommerce;Commercial;In Solution;21;;;;
129449;[Producto] - Modelo Tarifario/Operativa Broker + TOF (Minerva C);CMO;eCommerce;Commercial;In Definition;22;;;;
130958;[Web P˙blica 2.0] - Web P˙blica 2.0 Fase II - V2;CMO;eCommerce;Commercial;High Level Design;23;;;;
129672;[Producto] - Devoluciones anticipadas: Solicitud de DevoluciÛn de EnvÌos al vuelo;CMO;eCommerce;Commercial;High Level Design;24;;;;
129507;[PUDOs] - [QLIK] Nueva App Pudo Sales;CMO;eCommerce;Commercial;Backlog;25;;;;
130341;[DesconexiÛn SGC] [Web de Clientes] - Descarga de seguimiento y en descarga masiva: Incluir m·s campos: Peso Facturado V2;CMO;eCommerce;Commercial;In Definition;26;;;;
130411;[Web de Clientes] - GrabaciÛn masiva - Orden excel errores;CMO;eCommerce;Commercial;In Definition;27;;;;
129534;[Nexus]-[Minerva]- CTT 14h MINERVA ”ptica (Nuevo producto comercial);CMO;eCommerce;Commercial;In Definition;28;;;;
131081;[PUDOS] - AutomatizaciÛn del tratamiento de incidencias de PUDOS cerrados;CMO;eCommerce;Commercial;Backlog;29;;;;
130487;[PUDOS] [MONGO] - InformaciÛn completa de incidencias en colecciÛn Pickups;CMO;eCommerce;Commercial;Backlog;30;;;;
130634;[Minerva] - Habilitar Minerva para el uso por parte de los Broker / Franquicias (Operativa + Modelo tarifario);CMO;eCommerce;Commercial;In Definition;31;;;;
130824;[PUDOS]-Nueva colecciÛn en Nexia. Acceso datos de DB manifest;CMO;eCommerce;Commercial;Backlog;32;;;;
130498;[Qlik & Salesforce] - Alarmas Comercial 02- Cumplimiento del Comprometido Cierre Tareas;CMO;eCommerce;Commercial;In Definition;33;;;;
129697;Qlik para comerciales;CMO;eCommerce;Commercial;In Definition;34;;;;
129573;[PUDOS] - ModificaciÛn de entrega de un PUDO a otro destino (TP)/ModificaciÛn de entrega y comunicaciÛn;CMO;eCommerce;Commercial;High Level Design;35;;;;
130183;[PUDOS] -Planilla de selecciÛn de puntos seg˙n criterio del cliente;CMO;eCommerce;Commercial;Backlog;36;;;;
129669;[Qlik] - Tasa de RetenciÛn & Churn Rate (Qlik: Automatizar el modelo);CMO;eCommerce;Commercial;In Definition;37;;;;
130805;[Web de clientes] - Crear funciÛn JS que devuelva el ID de los usuarios;CMO;eCommerce;Commercial;Backlog;38;;;;
129928;[Nexus - MVP] [PUDOS] - DesvÌo a PUDO al vuelo en incidencia;CMO;eCommerce;Commercial;Backlog;39;;;;
130255;[DesconexiÛn SGC] [ FR y BR Web de clientes] - Proyecto Cloud (borrador);CMO;eCommerce;Commercial;In Definition;40;;;;
129939;[Internacional] - Informar a FedEx del valor asegurado del envÌo;CMO;eCommerce;Commercial;In Definition;41;;;;
130739;[Salesforce] - Nuevos sectores empresariales en Candidatos y Cuentas;CMO;eCommerce;Commercial;High Level Design;42;;;;
129758;[NEXUS] [Web de cambios] - TransformaciÛn web de cambios - RediseÒo y tecnologÌa React;CMO;eCommerce;Commercial;Pitch;43;;;;
130443;[Web de clientes] - Seguimiento 2.0 - RediseÒo de la secciÛn de seguimiento;CMO;eCommerce;Commercial;Backlog;44;;;;
130732;[PUDOS] [Web clientes] - AÒadir campo nombre rtt en RDP;CMO;eCommerce;Commercial;Backlog;45;;;;
130676;[Web de Clientes] - Visualizar costes de los servicios adicionales en la web de clientes;CMO;eCommerce;Commercial;Backlog;46;;;;
130351;[Web de clientes] - Funcionalidad de gestionar y visualizar el seguimiento de los Retornados;CMO;eCommerce;Commercial;In Solution;47;;;;
129831;[PRODUCTO] [Web de Clientes] - Puentes de EnvÌos a / desde Canarias, Ceuta y Melilla;CMO;eCommerce;Commercial;In Definition;48;;;;
129881;[Procesos] - ReenvÌo notificaciones envÌos en incidencia estacionados;CMO;eCommerce;Commercial;In Definition;49;;;;
129530;[Qlik] - CANDIDATES MANAGEMENT (Crear un modelo para medir las campaÒas de MK);CMO;eCommerce;Commercial;Backlog;50;;;;
129674;[PUDOS] - Herramienta de seguimiento de recogidas infructuosas de caducados;CMO;eCommerce;Commercial;Backlog;51;;;;
129675;[PUDOS] - Filtrado - DepuraciÛn en envÌos a direcciÛn PUDO sin PER;CMO;eCommerce;Commercial;Backlog;52;;;;
130442;[Salesforce Sales] - ConfiguraciÛn campos/variables Pardot;CMO;eCommerce;Commercial;Backlog;53;;;;
129862;[PUDOS] [Web de Clientes] - EDP y RDP: TarificaciÛn por bonificaciÛn de servicios 24H y 48H;CMO;eCommerce;Commercial;In Definition;54;;;;
129865;[Notificaciones] - OptimizaciÛn colas de salida de notificaciones, Control y AutonomÌa de gestiÛn en marketing;CMO;eCommerce;Commercial;In Definition;55;;;;
130741;[Web P˙blica 2.0] - GestiÛn de Consentimientos de envÌos de mails y promociones;CMO;eCommerce;Commercial;In Definition;56;;;;
129491;[PUDOS] - Entregas y Recogidas Directas en PUDO - Tr·nsitos ES-ES y ES-PT - IntegraciÛn bidireccional de Pudos ES-PT, PT-ES;CMO;eCommerce;Commercial;Backlog;57;;;;
129912;[Web de Clientes] - Reportes: SuscripciÛn Informes incidencias con disponibilidad a demanda;CMO;eCommerce;Commercial;In Definition;58;;;;
130174;[PUDOS] - AutomatizaciÛn de comunicaciÛn de eventos de Celeritas - CTT;CMO;eCommerce;Commercial;Backlog;59;;;;
130101;[PUDOS] - Check para permitir a cliente elegir si dtt recibe notificaciones del estado del envÌo;CMO;eCommerce;Commercial;Backlog;60;;;;
130284;[PUDOS] - Mecanismo de diferenciaciÛn de recogidas en los COs. Recogidas vs. RDP;CMO;eCommerce;Commercial;Backlog;61;;;;
130253;[PUDOS] - EnvÌos Punto-Punto;CMO;eCommerce;Commercial;Backlog;62;;;;
129979;[PUDOS] - Mejora servicio VDP;CMO;eCommerce;Commercial;Backlog;63;;;;
130318;[Web publica] - Permitir a los destinatarios buscar un envÌo por n˙mero de etiqueta de enlace asociada en el localizador;CMO;eCommerce;Commercial;Backlog;64;;;;
130329;[Web de clientes] - Solicitud de envÌos - Pudo a Pudo;CMO;eCommerce;Commercial;Backlog;65;;;;
130399;[PUDOS] - Descuento comercial RDP;CMO;eCommerce;Commercial;Backlog;66;;;;
130247;[Web clientes - Mapper] - EvoluciÛn completa de grabaciÛn masiva en Cloud;CMO;eCommerce;Commercial;Backlog;67;;;;
129941;[PUDOS] - CreaciÛn de alarma ante la falta de recepciÛn de Ûrdenes de recogidas de caducados Celeritas;CMO;eCommerce;Commercial;Backlog;68;;;;
130472;[Minerva] - Modificar la plantilla de respuesta de Signaturit cuando se firma un contrato;CMO;eCommerce;Commercial;Backlog;69;;;;
129668;[PUDOS] - AutomatizaciÛn de la facturaciÛn cruzada con las redes de puntos.;CMO;eCommerce;Commercial;Backlog;70;;;;
130602;[PUDOS] - Notificaciones de RDP origen PT;CMO;eCommerce;Commercial;Backlog;71;;;;
130452;[Web de clientes] - Setting: Configurar envÌo predeterminado;CMO;eCommerce;Commercial;Backlog;72;;;;
130420;[Web p˙blica] - Infraestructura - MediciÛn Analytics- ImplementaciÛn DataLayer;CMO;eCommerce;Commercial;In Definition;73;;;;
130454;[Producto] - Incorporar ValidaciÛn DNI / PIN  (Servicio actual);CMO;eCommerce;Commercial;In Definition;74;;;;
130453;[Web de Clientes] - GrabaciÛn masiva - AÒadir validaciÛn (preaviso al usuario) para cargar el fichero plantilla definido;CMO;eCommerce;Commercial;Backlog;75;;;;
130285;[Web de Clientes] - Minerva Ratings - Actualizar el perfil tarifario de clientes al est·ndar de 1-20 envÌos comprometidos para que visualice su tarifa en la web;CMO;eCommerce;Commercial;Backlog;76;;;;
130290;[Web de Clientes] - Minerva Ratings - VisualizaciÛn incorrecta de tarifa del cliente 00052;CMO;eCommerce;Commercial;Backlog;77;;;;
130142;[Web de Clientes] - Estados - Seguimiento - Error con los envÌos  al filtrar por fechas de grabaciÛn;CMO;eCommerce;Commercial;In Definition;78;;;;
130342;[Nexus]-[Minerva]- Modelo Tarifario Densidades+Zona;CMO;eCommerce;Commercial;Backlog;79;;;;
130347;[PUDOS] - [Notificaciones] - N3.1 Entrega en PUDOS mostrar variable pudo address;CMO;eCommerce;Commercial;Backlog;80;;;;
130305;[Web de clientes] - Retorno en seguimiento - Mostrar por fecha de grabaciÛn y no de servicio;CMO;eCommerce;Commercial;Backlog;81;;;;
129667;[Nexus] [Web de Clientes] - Recogida Flexible GrabaciÛn de envÌos: Permitir recogida a la carta;CMO;eCommerce;Commercial;Backlog;82;;;;
130465;[PUDOS] [Web P˙blica] - Orientar venta directa (aÒadir literales);CMO;eCommerce;Commercial;Backlog;83;;;;
130456;[Web de Clientes] - Seguimiento - AÒadir HORA junto a la FECHA;CMO;eCommerce;Commercial;Backlog;84;;;;
130476;[PRODUCTO]  [Web de Clientes] - Aranceles aduaneros Canarias;CMO;eCommerce;Commercial;Backlog;85;;;;
130509;[Web de Clientes] - Parametrizar el canal de ImportaciÛn masiva para permitir su mediciÛn en los sistemas;CMO;eCommerce;Commercial;Backlog;86;;;;
130518;[Web de Clientes] - Incluir tooltip en el botÛn de aÒadir NUEVO bulto para envÌos a Puntos;CMO;eCommerce;Commercial;Backlog;87;;;;
130546;[Facturacion]: Modificar contenido del Email Factura a clientes;CMO;eCommerce;Commercial;Backlog;88;;;;
130547;[web clientes] Modulo aduanas: Andorra;CMO;eCommerce;Commercial;Backlog;89;;;;
130576;[PUDOS] - Pantallas Nexia consulta estados de proveedor;CMO;eCommerce;Commercial;Backlog;90;;;;
130572;[Web de Clientes] - RevisiÛn anulaciÛn envÌos;CMO;eCommerce;Commercial;Backlog;91;;;;
130488;[CELERITAS] - Inhibir notificaciones a dtt en envÌos Celeritas Cliente;CMO;eCommerce;Commercial;Backlog;92;;;;
130599;[PUDOS] - [Salesforce-Dynamic Case] - EL botÛn de reenvÌo de pin debe reconocer que el envÌo tiene estado 2310 no que est· en estado 2310;CMO;eCommerce;Commercial;Backlog;93;;;;
130635;[Nexus] - InformaciÛn P˙blica de los Clientes - visiÛn de informaciÛn de clientes a destinatarios;CMO;eCommerce;Commercial;In Definition;94;;;;
130997;[PUDOS] - [QLIK] InclusiÛn de campo provincia en hoja PUDO POINT LIST;CMO;eCommerce;Commercial;Backlog;95;;;;
130870;[PUDOS] - GestiÛn de saturaciÛn en puntos Collectt;CMO;eCommerce;Commercial;Backlog;96;;;;
130447;[Web  de Clientes] - Comportamiento recogidas en grabaciÛn masiva;CMO;eCommerce;Commercial;Backlog;97;;;;
130907;[Web p˙blica] - MediciÛn Analytics - AÒadir ID en botones de los aplicativos web;CMO;eCommerce;Commercial;In Definition;98;;;;
130916;[Web de Cambios] - Mantener el idioma configurado por defecto en web de cambio;CMO;eCommerce;Commercial;Backlog;99;;;;
130935;[Web p˙blica 2.0] - Seguimiento de envÌos - Aplicar lÛgica para mostrar botÛn de modificar envÌos con incidencia;CMO;eCommerce;Commercial;Backlog;100;;;;
130944;[Web de clientes Antigua] aplicar un noindex a la p·gina https://app.cttexpress.com/;CMO;eCommerce;Commercial;Backlog;101;;;;
130976;[Web de Clientes] - Permisos usuario est·ndar - MÛdulo de Reportes e informes;CMO;eCommerce;Commercial;Backlog;102;;;;
130844;[Salesforce] - Nueva landing captaciÛn SEM conectada con el CRM y Pardot;CMO;eCommerce;Commercial;High Level Design;103;;;;
130477;[Web de Clientes] - Seguimiento - Actualizar mensajes cuando no existen envÌos para mostrar en el seguimiento;CMO;eCommerce;Commercial;In Definition;104;;;;
130813;[PUDOS] - Entrega de DocumentaciÛn para integraciÛn de redes PUDOs de terceros;CMO;eCommerce;Commercial;High Level Design;105;;;;
131049;[Web de Clientes] - Seguimiento - Poder filtrar por cÛdigo de envÌo sin tener en cuenta las fechas desde y hasta.;CMO;eCommerce;Commercial;Ready for Development;106;;;;
131060;[Web P˙blica 2.0] - CÛdigo de ShippingCode - Manifiestos genera error debido a ShippingCodes repetidos;CMO;eCommerce;Commercial;Backlog;107;;;;
131108;[Web de Clientes] - FacturaciÛn - Ocultar bloque marcos tarifarios para clientes con m·s de 20K envÌos comprometidos;CMO;eCommerce;Commercial;In Definition;108;;;;
137068;End point to get Georeferences from listed addresses;CMO;eCommerce;Commercial;Backlog;109;;;;
136610;[Notificaciones] - Customer Communications Management basado en la funcionalidad actual;CMO;eCommerce;Commercial;In Definition;110;;;;
136479;[Web de cliente] - Seguimiento de envÌos - Informar de envÌos Caducado en Collectt;CMO;eCommerce;Commercial;Backlog;111;;;;
136346;Enlace para usuario en selecciÛn PUDO para RDP a travÈs de Web Cliente;CMO;eCommerce;Commercial;Backlog;112;;;;
135524;[web clientes]  Incluir formato Excel y CSV en suscripciÛn de informes;CMO;eCommerce;Commercial;Backlog;113;;;;
135345;[Web de clientes] - Seguimiento - GeoposiciÛn V2 - Comparar destino con geoposiciÛn de entrega;CMO;eCommerce;Commercial;Backlog;114;;;;
135097;"[Internacional]-NotificaciÛn por Incidencia ""Falta de documentaciÛn""";CMO;eCommerce;Commercial;Backlog;115;;;;
134746;[PUDOS] - Destacar Locky en localizador de pudos;CMO;eCommerce;Commercial;Backlog;116;;;;
134614;CONTRATO ON LINE;CMO;eCommerce;Commercial;Backlog;117;;;;
134613;[Web publica] - Ajustes Locky en visiÛn destinatario de web p˙blica;CMO;eCommerce;Commercial;Backlog;118;;;;
134602;[Web de cliente] - Seguimiento - Utilizar en filtro y listado de envÌo la fecha registrada en la variable shipping_date;CMO;eCommerce;Commercial;Backlog;119;;;;
133992;Epic Title (ex initiative);CMO;eCommerce;Commercial;Backlog;120;;;;
133988;[Web de clientes] - Seguimiento - Incidencias gestionables muestra mensaje errÛneo;CMO;eCommerce;Commercial;Backlog;121;;;;
133842;[Web P˙blica 2.0] - Formularios - : CHECK PROMOCIONES Y CONTACTOS DUPLICADOS;CMO;eCommerce;Commercial;Backlog;122;;;;
133834;[Nexus-MVP] [Web de Clientes] TraducciÛn al portuguÈs;CMO;eCommerce;Commercial;Backlog;123;;;;
131162;[Salesforce] NotificaciÛn autom·tica cambio de comercial;CMO;eCommerce;Commercial;Backlog;124;;;;
131157;[PUDOS][PDA]-Evitar falsos entregados desde PDA repartidor;CMO;eCommerce;Commercial;Backlog;125;;;;
131132;"[Web de clientes][Desktop] - Seguimiento - Ocultar botÛn de ""Estados"" / Alert de filtros";CMO;eCommerce;Commercial;Backlog;126;;;;
131130;[Web de clientes][Mobile] - Mi cuenta + Ayuda y soporte;CMO;eCommerce;Commercial;Backlog;127;;;;
131128;[Web de clientes][Mobile] - Agenda;CMO;eCommerce;Commercial;Backlog;128;;;;
131126;[Web de clientes][Mobile] - Seguimiento de envÌos;CMO;eCommerce;Commercial;Backlog;129;;;;
131124;[Web de clientes][Mobile] - Burger Menu + ActualizaciÛn de p·gina de inicio;CMO;eCommerce;Commercial;Backlog;130;;;;
131122;[Web de clientes][Mobile] - Solicitud de envÌo;CMO;eCommerce;Commercial;Backlog;131;;;;
131115;[Web P˙blica] - Formulario y email Pagina Red PUDOS;CMO;eCommerce;Commercial;Backlog;132;;;;
131105;[Web de Clientes] - SuscripciÛn de informes - Reporte con la informaciÛn de envÌos de los ˙ltimos 30 dÌas naturales - Ordenar reporte;CMO;eCommerce;Commercial;Backlog;133;;;;
131082;[PUDOS] - HabilitaciÛn de LMS para entregas en PUDOS en ES;CMO;eCommerce;Commercial;Backlog;134;;;;
131080;[FR y BR] - Tarifas y Ofertas;CMO;eCommerce;Commercial;Backlog;135;;;;
131079;[FR y BR] - Campo departamento y facturaciÛn;CMO;eCommerce;Commercial;Backlog;136;;;;
131069;"[Notificaciones] - PUDOS - Nueva notificaciÛn de ""caducado en punto se devuelve""";CMO;eCommerce;Commercial;Backlog;137;;;;
131018;[WEB CLIENTE] ConfiguraciÛn visibilidad web a nivel CENTRO;CMO;eCommerce;Commercial;Backlog;138;;;;
131008;[PUDOS] - Mejora Pudo Manager;CMO;eCommerce;Commercial;Backlog;139;;;;
