ID;Name;RequestingArea;RevenueStream_origin;BudgetGroup;MicroPhase;PriorityRA;Value;Urgency;Risk;Size;RevenueStream
61947;Telemetria -  (Mobi) Descontinuação do Boletim de Veiculo;RS;Mail;Corporate;Backlog;4;;;;;Mail & Services
60938;Fornecimentos automáticos de material vendável às lojas;GS;Retail & Financial Services;Commercial;Backlog;32;;;;;Mail & Services
60599;Nexus | We Care | Customer Support;AVC;eCommerce;Corporate;Backlog;4;5;5;5;5;Mail & Services
60596;Ligação do AgilePoint à BD do CoE IAP;TF;Mail;Corporate;Backlog;2;;;;;Mail & Services
60584;Nexus | We Sell | Customer Onboarding;GS;eCommerce;Commercial;In Definition;15;;;;;Mail & Services
60579;Nexus | P&S | Implementação da oferta ibérica;GP ECL;eCommerce;Commercial;High Level Design;6;;;;;Mail & Services
59257;SouCTT - Salary on Demand (adiantamento % vencimento) | Paynest;GT;Mail;Corporate;Backlog;4;;;;;Mail & Services
59256;SouCTT - Salary on Demand (Subsidio de Natal) | Paynest;GT;Mail;Corporate;Backlog;3;;;;;Mail & Services
59177;Faturas PDF | SAP - Incremento 2;CF;Mail;Corporate;Backlog;5;;;;;Mail & Services
58934;Solução de Gestão de Viagens;RS;Mail;Corporate;In Definition;5;;;;;Mail & Services
58133;BCTT - extensão do contrato de multifunções a 321 credito;BCTT;Mail;Technology;In Definition;8;;;;;Mail & Services
56652;Coimas - Configuração /Mapeamentos SAP;GPG;Payments;Commercial;In Definition;11;;;;;Mail & Services
55478;Alteração Ficheiro Pontos CTT - Cliente Nespresso;GS;Mail;Commercial;In Definition;37;;;;;Mail & Services
55327;XRP | RPA para substituição da integração com BPM;RS;Mail;Corporate;Backlog;6;;;;;Mail & Services
55326;XRP | ADL Gestão de Frota;RS;Mail;Corporate;In Definition;3;;;;;Mail & Services
55216;ESG - Incremento 1;ST;Mail;Corporate;In Definition;1;;;;;Mail & Services
54059;Pay I Cartões e Terminais incremento 2;GS;Payments;Commercial;In Definition;9;;;;;Mail & Services
53828;Segurança da Informação - revisão anual 2025 de Políticas e Normativos;CISO;Mail;CISO;Backlog;9;;;;;Mail & Services
53781;Proteção Avançada para a Interface do PayByLink;GPG;Payments;Commercial;In Definition;7;;;;;Mail & Services
51052;NIS2 - Implementação de remediações (PT) - Gestão de Ativos;CISO;Mail;CISO;Backlog;7;;;;;Mail & Services
51051;NIS2 - Implementação de remediações (PT) - Segurança da Supply Chain;CISO;Mail;CISO;Backlog;8;;;;;Mail & Services
51049;Definição de Política de Gestão de Risco Cyber;CISO;Mail;CISO;Backlog;6;;;;;Mail & Services
192033;IOP | Internet - visibilidade sobre utilização e qualidade do serviço;SI;Mail;Technology;Backlog;65;;;;;Mail & Services
50856;Definição de modelo de governo para gestão de segurança da informação, compliance e gestão de risco;CISO;Mail;CISO;Backlog;5;;;;;Mail & Services
50849;Cyber attack simulation Table-top;CISO;Mail;CISO;Backlog;4;;;;;Mail & Services
50788;CESOP - Reporte Regulatório AT;CF;Mail;Corporate;Backlog;9;;;;;Mail & Services
50738;Piloto para experimentar o SW do BCE na loja;GS;Mail;Commercial;Backlog;29;;;;;Mail & Services
131989;INT| -  Mata Aplicações Wave 1.1X - Tradutor;SI;Mail;Technology;Backlog;66;;;;;Mail & Services
50544;Avaliação de Novo Software de Contact Center;AVC;Mail;Corporate;Backlog;10;3;2;2;3;Mail & Services
50206;Tradução do Site e da App;GS;Mail;Commercial;Backlog;38;;;;;Mail & Services
180676;IOP | ClearPass - alargar cobertura da solução de Network Access Control;SI;Mail;Technology;Backlog;67;;;;;Mail & Services
49198;Descontinuação do express2me para a super app;SI-PRD;Mail;Technology;Backlog;12;;;;;Mail & Services
49197;Migrar os documentos do viactt para Filenet;SI-PRD;Business Solutions;Commercial;Ready for Solution;13;5;;;;Mail & Services
48991;CCT 3.0 - powered by AI;DNI;Mail;Commercial;Backlog;5;;;;;Mail & Services
48989;Evolução Pesquisa Pontos de Contacto CTT;CMP;Mail;Corporate;Backlog;1;;;;;Mail & Services
48167;GPB2C | Via Verde – Repositório de informação;GP B2C;Retail & Financial Services;Commercial;Backlog;6;;;;;Mail & Services
140460;Evolutivos CRM Q2.2026;SI;Mail;Technology;Backlog;68;2;1;1;1;Mail & Services
180673;IOP | Segregação da Rede Privada;SI;Mail;Technology;Backlog;69;;;;;Mail & Services
177129;IOP | Obsolescência WAVE 2 - Matar/Upgrade Oracle DB, IBM DB2 para ultimas versões suportadas (mínimo n-1);SI;Mail;Technology;Backlog;70;;;;;Mail & Services
46567;A receita dos  Postos  Venda de Selos (PVS);GS;Mail;Commercial;Backlog;43;;;;;Mail & Services
46558;A receita dos Pontos ctt não NAVe;GS;Mail;Commercial;Backlog;35;;;;;Mail & Services
44975;Servidor  Decisões: Update automatico para a nova versão ODM;EDO;eCommerce;Operations;Backlog;9;;;;;Mail & Services
44675;GPB2C | Apartados - Adaptação Tecnologia Locky e Otimização de Recolha de Dados;GP B2C;Retail & Financial Services;Commercial;Backlog;5;;;;;Mail & Services
44136;Liquidação de  objetos CTT  à cobrança;GS;Mail;Commercial;In Definition;14;;;;;Mail & Services
43204;Desmaterialização Documentos Multicare;GS;Retail & Financial Services;Commercial;In Definition;26;;;;;Mail & Services
42676;Descontinuação do SGCP e GIEP -  Migração de Funcionalidades uma nova aplicação;SI-PRD;Mail;Technology;In Definition;14;;;;;Mail & Services
41221;DART Team - Recomendações CTT;CISO;Mail;CISO;In Definition;3;;;;;Mail & Services
39126;Novas funcionalidades no PA- AVC;AVC;Mail;Corporate;Backlog;9;3;2;2;3;Mail & Services
36549;Novo Modelo de Replicação de Dados Contratuais;SI-PRD;Mail;Technology;Backlog;15;;;;;Mail & Services
36274;Correção Mapeamento informático - metadados Vales Pagos internacionais;CSI;Mail;Commercial;In Definition;13;;;;;Mail & Services
36196;Redução do número de sms enviados aos clientes;SI-PRD;eCommerce;Technology;Backlog;16;;;;;Mail & Services
131990;INT| Descontinuar os serviços suportados pelo Biztalk;SI;Mail;Technology;Backlog;71;;;;;Mail & Services
35445;Data Governance - Reference Data Management - MVP;PC;Mail;Corporate;High Level Design;6;;;;;Mail & Services
207256;Alteração Canal Produtos Pagamentos B2C;GS;Payments;Commercial;Backlog;44;;;;;Mail & Services
206177;Galaxy | Avisados em Mobi - Indicadores de Loja (Modelo 415);GS;Mail;Commercial;Backlog;18;;;;;Mail & Services
205107;Data Governance - Data Lineage;PC;Mail;Corporate;Backlog;10;;;;;Mail & Services
204677;Afetação Receita Vendas Loja Online a Gestores de clientes e hierarquia;GS;Mail;Commercial;Backlog;33;;;;;Mail & Services
204653;GPECL/DIS |PACK EXPRESSO Contabilização automática e Re-atribuição do centro de lucro;GP ECL;eCommerce;Commercial;In Definition;15;;;;;Mail & Services
204261;GP ECL/INT - Erros envolvendo DHL - Objeto CTT que gera múltiplas Cartas de Porte DHL (AWB DHL Express);GP ECL;eCommerce;Commercial;Backlog;26;;;;;Mail & Services
203999;Alteração de dados à query designada por Sandra Teams PUDO para loky 16-10-2023;GS;Mail;Commercial;Backlog;45;;;;;Mail & Services
203901;Power Bi | CRM - Acesso a Informação do CRM através do PowerBi;AVC;Mail;Corporate;In Definition;7;3;2;2;3;Mail & Services
203853;Sites CTT e Payshop | Inclusão dos Agentes Payshop na pesquisa de Pontos de Contacto CTT;GPG;Payments;Commercial;Backlog;12;;;;;Mail & Services
203114;Analytics - Analise de custo parceiros;PC;eCommerce;Corporate;Backlog;12;;;;;Mail & Services
203092;PDFs Gerados de Listagens lojas estão alojados nos servidores do Nave;SI-PRD;Mail;Technology;Backlog;17;;;;;Mail & Services
202075;Mata Aplicações  - Wave 1.3 - HRAccess (Fase 0 - desenho de solução);SI-CRP;Mail;Technology;In Definition;4;;;;;Mail & Services
201686;Galaxy | Avisados em Mobi - POD - Aumentar o campo assinatura;GS;Mail;Commercial;Backlog;19;;;;;Mail & Services
199977;Data Hub - Secrets and Authentication;PC;Mail;Corporate;Backlog;19;;;;;Mail & Services
199976;Data Hub - Monitorização e Backup;PC;Mail;Corporate;Backlog;18;;;;;Mail & Services
199556;Desmaterialização dos Envios de Correio e Encomendas - Envios Online Únicos (Correio e Expresso);GP B2B;Mail;Commercial;Backlog;24;;;;;Mail & Services
196287;Afetação correta da receita de produtos/serviços faturados fora do SAP ao respetivo gestor comercial B2B e Lojas e Loja Online;GS;Mail;Commercial;Backlog;34;;;;;Mail & Services
195972;Integração do ficheiro de pré-aviso do cliente ETCP / MEO com entrega direta em ponto;GS;Mail;Commercial;Backlog;7;;;;;Mail & Services
194112;Substituição da aplicação de faturação do P&F;SI-PRD;Business Solutions;Technology;In Definition;18;;;;;Mail & Services
193256;Eliminação da impressão da guia da Loja na aceitação de objetos CTT Expresso (contratual e ocasional);CSI;Mail;Commercial;Backlog;17;;;;;Mail & Services
193041;BancoCTT - Redução horário Tesouraria | Automatização do horário da senha D;BCTT;Mail;Technology;Backlog;6;;;;;Mail & Services
192862;Criação Seção dados Complementares;CSI;Mail;Commercial;Backlog;25;;;;;Mail & Services
177128;IOP | Obsolescência WAVE 1 - Matar/Upgrade SQL Server anterior a 2019;SI;Mail;Technology;Backlog;72;;;;;Mail & Services
192060;Despesa Frota e Edificios - Evolutivo;PC;Mail;Corporate;Backlog;17;;;;;Mail & Services
192059;Implementação do software da Western Union (WUPOS) em NAVe e integração com todos os sistemas centrais;GP B2C;Retail & Financial Services;Commercial;In Definition;2;;;;;Mail & Services
177126;IOP | Obsolescência WAVE 1 - Windows 7 (evoluir para windows 11);SI;Mail;Technology;Backlog;73;;;;;Mail & Services
192027;Comunicações - Wifi 321 Crédito - Porto;BCTT;Mail;Technology;Backlog;4;;;;;Mail & Services
190603;Formulário Criar Envio de Correio Internacional | Supressão do Serviço Especial de Cobrança no Correio Registado para o âmbito Internacional;GS;Mail;Commercial;Backlog;51;;;;;Mail & Services
190399;Descontinuação do PIPOLI;SI-PRD;Business Solutions;Technology;Backlog;19;;;;;Mail & Services
190291;ETCP - Anomalia na Integração do ficheiro das recolhas;GS;Mail;Commercial;In Definition;13;;;;;Mail & Services
189983;Pagamento de Vales Nacionais e Internacionais - Finalização do pagamento apenas após procedimentos de RCTO concluídos;GP B2C;Retail & Financial Services;Commercial;Backlog;7;;;;;Mail & Services
189783;Melhorias área cliente correio;GP B2B;Mail;Commercial;Backlog;23;;;;;Mail & Services
189526;GPB2C | Inibição de Pagamentos a Entidades Coletivas Singulares no Nave e no STA;GP B2C;Retail & Financial Services;Commercial;In Definition;11;;;;;Mail & Services
188749;Automatização Revisão Alertas AML  (Payshop);GPG;Payments;Commercial;Backlog;13;;;;;Mail & Services
188737;Nexus | Data | Nexus Data;PC;eCommerce;Corporate;In Definition;9;;;;;Mail & Services
188477;Amazon - Melhorias ao processo atual;GS;Mail;Commercial;In Definition;27;;;;;Mail & Services
185996;Apresentação Imagens BOL LCD LOJAS;GS;Retail & Financial Services;Commercial;Backlog;47;;;;;Mail & Services
185664;PAY - Instrumento Cheques - Incremento I;CSI;Mail;Commercial;In Definition;2;;;;;Mail & Services
181624;Banco CTT - Alteração Processo Faturação;BCTT;Mail;Technology;Backlog;3;3;;;;Mail & Services
181384;PAY - Instrumento Transferências - Alteração Requisitos - Fev;CSI;Mail;Commercial;In Definition;1;;;;;Mail & Services
177125;IOP | Obsolescência Infraestrutura WAVE 0 - Converter LDAP em LDAPS (ENABLERS);SI;Mail;Technology;Backlog;74;;;;;Mail & Services
69196;MACC: DC Lisboa - Jouney to Azure cloud;SI;Mail;Technology;Backlog;75;;;;;Mail & Services
132021;ESW | EQA | Definição de Checklist Mínimo de QA por Projeto;SI;Mail;Technology;Backlog;76;;;;;Mail & Services
178627;GPECL/DIS - Notificações Sábado e Domingo // alteração do processo de indicação da data de entrega;GP ECL;eCommerce;Commercial;Backlog;27;;;;;Mail & Services
177539;Evolução tecnológica do PIAO;SI-PRD;Business Solutions;Technology;Backlog;20;;;;;Mail & Services
132023;ESW | EQA |Estabilização de Testes Automáticos Existentes de QA;SI;Mail;Technology;Backlog;77;;;;;Mail & Services
132024;ESW | EQA | Utilização Regular da Automação de QA em Regressões;SI;Mail;Technology;Backlog;78;;;;;Mail & Services
125692;Upgrade plataforma OutSystems para versão 11.40.0;SI;Mail;Technology;In Approval;79;3;4;4;1;Mail & Services
125693;Upgrade servidores OutSystems para Windows Server 2022;SI;Mail;Technology;In Approval;80;3;4;4;1;Mail & Services
177123;Obsolescência WAVE 0 - Converter LDAP em LDAPS (BCTT);BCTT;Mail;Technology;Backlog;13;;;;;Mail & Services
176414;Iberian - Incremento Visão de tratamento por KG's, Restantes Kpi's;PC;eCommerce;Corporate;Backlog;13;;;;;Mail & Services
175823;Report automatizado para Crédito Pessoal;BCTT;Mail;Technology;Backlog;11;;;;;Mail & Services
174328;Nova plataforma para criar e gerir campanhas de publicidade;GP B2B;Mail;Commercial;Backlog;9;;;;;Mail & Services
173698;SSM - validação dos dados registados em NAVe, previamente à sua conclusão;CSI;Mail;Commercial;Backlog;5;;;;;Mail & Services
173452;UPDATE | SOLUÇÃO TRANSFORMAÇÃO | RELATÓRIO SERIAL NUMBER EXPEDIÇÃO;GS;Mail;Commercial;Backlog;50;;;;;Mail & Services
173335;Consulta de Objetos e Downlad dos POD'S;CSI;Mail;Commercial;Backlog;14;;;;;Mail & Services
173286;Simulador de tabelas;CSI;Mail;Commercial;Backlog;10;;;;;Mail & Services
173285;Simulador para agrupagem;CSI;Mail;Commercial;Backlog;8;;;;;Mail & Services
173281;Motor de Pesquisa de Varios objetos no S&V;CSI;Mail;Commercial;Backlog;16;;;;;Mail & Services
173279;Motor de Pesquisa de Varios objetos no T&T;CSI;Mail;Commercial;Backlog;15;;;;;Mail & Services
173278;Motor de Pesquisa de Varios objetos no SGC;CSI;Mail;Commercial;Backlog;9;;;;;Mail & Services
135004;ESW | Criação de novo agente AI para validação de código obsoleto;SI;Mail;Technology;In Approval;81;3;4;1;1;Mail & Services
173104;PAY - Instrumento Transferências - Alteração de requisitos definidos pelo BdP - março;CSI;Mail;Commercial;In Definition;3;;;;;Mail & Services
172578;Banco CTT - Gestão de Acessos em SAP4Hana;BCTT;Mail;Technology;Backlog;12;;;;;Mail & Services
169812;Planeamento e Controlo Diário - Conciliação Modelo A;CSI;Mail;Commercial;Backlog;22;;;;;Mail & Services
168516;Geração de ficheiro excel com dados NEV;GPG;Payments;Commercial;Backlog;1;;;;;Mail & Services
166289;Workforce Analytics - Incremento Integração Indicadores Espanha;PC;Mail;Corporate;Backlog;16;;;;;Mail & Services
163331;GPECL/DIS - Pack Expresso | Incremento ao Produto;GP ECL;eCommerce;Commercial;Backlog;25;;;;;Mail & Services
160300;Incusão de informação da “Faturação prevista” e “Tráfego previsto nos Relatorios;GS;Mail;Commercial;Backlog;60;;;;;Mail & Services
160028;BFT - Faturas com 4 casas decimais;CSI;Mail;Commercial;Backlog;24;;;;;Mail & Services
159032;Aplicação OPL6 compromete a segurança do ecossistema CTT,;GS;Mail;Commercial;Backlog;49;;;;;Mail & Services
138084;Fábrica OutSystems | Melhorias à plataforma - JAN, FEV MAR 2026;SI;eCommerce;Technology;Pitch;82;;;;;Mail & Services
157527;Nova Oferta produtos Untracked e Tracked Simples - melhoria de informação site TT 2023 07 24;GP ECL;eCommerce;Commercial;Backlog;29;;;;;Mail & Services
156771;GPB2C | Subsidio Social de Mobilidade - Recomendações de Auditoria (Nº 21001/23);GP B2C;Retail & Financial Services;Commercial;Backlog;12;;;;;Mail & Services
155973;Relatorio SAP Hana - Clientes com Fatura Eletronica;GS;eCommerce;Commercial;Backlog;62;;;;;Mail & Services
155967;Relatorio SAP Hana - Dados de Clientes Objetos à Cobrança;GS;eCommerce;Commercial;Backlog;61;;;;;Mail & Services
152796;Onboarding POP - retificação de interface de criação de entidade;GPG;Payments;Commercial;Backlog;10;;;;;Mail & Services
150434;Modelo de Analise de Variação de Negocio (Efeitos Trafego e Preço);PC;eCommerce;Corporate;Backlog;14;;;;;Mail & Services
148011;CTT Sol. Empresariais - GSB2B/BFT_Melhorias ao Processo de Faturação;CSI;Mail;Commercial;In Definition;4;;;;;Mail & Services
147251;SELO DIGITAL;GP B2B;Mail;Commercial;Backlog;19;;;;;Mail & Services
146437;BPM - Processo de Regularização de Movimentos Manual;GS;Mail;Commercial;Backlog;46;;;;;Mail & Services
142362;Adiantamentos para D+1 a PCTT encerrados em D;CSI;Mail;Commercial;Backlog;23;;;;;Mail & Services
140468;GPECL/DIS - CTT Now melhorias aplicação;GP ECL;eCommerce;Commercial;Backlog;30;;;;;Mail & Services
138225;GPECL/INT - Interconnect | Disponibilizar Easy Return Solution Premium (ERS) - Authorising Party;GP ECL;eCommerce;Commercial;Backlog;11;;;;;Mail & Services
133560;Novos Canais | Assegurar a liquidação automática das faturas de campanhas Outbound;GS;Retail & Financial Services;Commercial;Backlog;39;;;;;Mail & Services
133246;Impressoras Termicas (Clientes Externos) - certificação de varios modelos e handover para EM;CSI;Mail;Commercial;Backlog;26;;;;;Mail & Services
131505;GPECL/DIS - CTT Now Visibilidade sobre pedidos Programados;GP ECL;eCommerce;Commercial;Backlog;31;;;;;Mail & Services
128714;Workforce Analytics - Integração Espanha;PC;eCommerce;Corporate;Backlog;15;;;;;Mail & Services
123106;GS B2C - Evolução do sistema de Gestão da informação Geográfica da Rede;GS;Mail;Commercial;In Definition;12;;;;;Mail & Services
120372;POP - Melhorias a OnBoarding de clientes;GPG;Payments;Commercial;Backlog;9;;;;;Mail & Services
109623;e-SIGN: Nova solução de assinatura digital CTT;TF;Mail;Corporate;High Level Design;1;;;;;Mail & Services
99517;ECL/PSC - Identificação de giros de distribuição (green delivery);GP ECL;eCommerce;Commercial;Backlog;32;;;;;Mail & Services
96860;BANCO CTT | Novo design site banco;BCTT;Mail;Technology;Backlog;10;;;;;Mail & Services
76019;Serviço Conveniência -  Impressão A4 (complemento ao Serviço de Fotocopias);GP B2C;Retail & Financial Services;Commercial;Backlog;9;;;;;Mail & Services
71425;ECL/GPR - Peso Default por Produto Expresso e Carga;GP ECL;eCommerce;Commercial;Backlog;33;;;;;Mail & Services
66650;GS B2C - Disponibilização de informação do Data Analytics sobre Sessões NAVe;GS;Mail;Commercial;Backlog;52;;;;;Mail & Services
51911;MPC | Integração Sprinklr no CRM | Melhorar Integração de mensagens;AVC;Mail;Corporate;In Definition;8;3;2;2;3;Mail & Services
50493;B2C - Vendas  Expresso por colaborador - CORVENDAS;GS;eCommerce;Commercial;Backlog;54;;;;;Mail & Services
50482;GS B2C - Disponibilização de dados de vendas Filatelia dos canais FIL e DTI;GS;Mail;Commercial;Backlog;55;;;;;Mail & Services
50095;Criação Portal Parceiro;CSI;Mail;Commercial;Backlog;6;;;;;Mail & Services
48860;B2C - Dados Vendas Dona Oferta - via Data Analytics;GS;Mail;Commercial;Backlog;56;;;;;Mail & Services
46750;Atualização Catálogo Produtos e Otimização de Guias de Remessa (Operações de Filatelia);CSI;Mail;Commercial;Backlog;20;;;;;Mail & Services
43366;GPECL/INT -  Eventos DHL não integrados no T&T CTT;GP ECL;eCommerce;Commercial;Backlog;28;;;;;Mail & Services
28297;B2C NAVe | GP B2C-Validação da data de Voo com a AT - Subsidio de Mobilidade;GP B2C;Retail & Financial Services;Commercial;Backlog;13;;;;;Mail & Services
16889;Dona Oferta – Dados de recibo/fatura automáticos;GS;Mail;Commercial;Backlog;53;;;;;Mail & Services
16508;GP B2C-Automatização da faturação APIN;GP B2C;Retail & Financial Services;Commercial;Backlog;10;;;;;Mail & Services
10344;Melhorias de funcionamento nos Tablets das Lojas;GS;Mail;Commercial;Backlog;48;;;;;Mail & Services
139883;[NEXUS] [Fase 2] Decision Server define the exit based on Route;EDO;eCommerce;Operations;In Definition;1;;;;;Mail & Services
139708;[NEXUS][PT]- PRODUCTO BANCA;GP ECL;eCommerce;Commercial;Backlog;1;;;;;Mail & Services
137662;Teste ASC Epic Title (ex initiative);AVC;eCommerce;Corporate;Backlog;11;3;2;2;3;Mail & Services
137572;Criação de WAF para Infraestrutura de OutSystems;SI;eCommerce;Technology;In Definition;83;;;;;Mail & Services
140430;Packs de Envio – Evolução Integrada do Serviço;GP B2B;Mail;Commercial;Backlog;11;;;;;Mail & Services
140414;Corporate Sites - Evolutivas - MAR e ABR 2026;DNI;Mail;Commercial;Backlog;8;;;;;Mail & Services
140404;Ecossistema B2C – Evolutiva - MAR e ABR 2026;DNI;eCommerce;Commercial;Backlog;9;3;2;1;3;Mail & Services
140378;Dados Operações Online;SEO;eCommerce;Operations;Backlog;3;;;;;Mail & Services
140332;Conta CTT | Revamp da Conta CTT;DNI;eCommerce;Commercial;Backlog;4;3;;;4;Mail & Services
140323;Migration of J1CPTA - Data flows towards IPMX -NGIPMX-716 NGIPMX-699 NGIPMX-601;SI-OPS;Mail;Operations;In Definition;2;2;4;3;3;Mail & Services
125694;ESW | Integração de Crashlytics nas aplicações mobile;SI;Mail;Technology;In Definition;84;;;;;Mail & Services
132278;dotCMS - update da versão;SI;Mail;Technology;High Level Design;85;;;;;Mail & Services
65266;Desagregar a Intranet de Outsystems ( Acção Post Mortem - INC1002170);SI;Mail;Technology;Backlog;86;;;;;Mail & Services
137551;Quick Wins - Super App B2C;SI;eCommerce;Technology;In Definition;87;;;;;Mail & Services
140465;CoE OutSystems | Upgrade de MABS 11.2 para MABS 12;SI;eCommerce;Technology;Backlog;88;;;;;Mail & Services
139711;[NEXUS][PT]- INTERNACIONAL EUROPA;GP ECL;eCommerce;Commercial;Backlog;4;;;;;Mail & Services
139710;[NEXUS][PT]-  PRODUCTO INTERNACIONAL;GP ECL;eCommerce;Commercial;Backlog;3;;;;;Mail & Services
139709;[NEXUS][PT]-  PROD INTERNACIONAL PREMIUM;GP ECL;eCommerce;Commercial;Backlog;5;;;;;Mail & Services
139707;[NEXUS][PT]- PRODUCTO CARGA;GP ECL;eCommerce;Commercial;Backlog;2;;;;;Mail & Services
140528;integração de objetos com destino a Espanha do Cliente NOS;GS;Business Solutions;Commercial;Backlog;11;;;;;Mail & Services
140516;Criação /Geração de Relatorio Automatico diario Anacom;GS;Mail;Commercial;Backlog;10;;;;;Mail & Services
140719;Super Portal | Trazer produtos de acesso à rede para envios com contexto;RC;Mail;Commercial;Backlog;1;3;3;5;2;Mail & Services
140781;Redução de Taxa de Avisados com Melhoria de Dados de Contacto;GP B2B;Mail;Commercial;Backlog;12;;;;;Mail & Services
140779;Registos com Aviso de Receção E2E em locker;GP B2B;Mail;Commercial;Backlog;16;;;;;Mail & Services
141295;BCTT Mudança de datacenter Kyndryl;BCTT;Mail;Technology;Backlog;2;;;;;Mail & Services
85297;"Programa Galaxy - Jornada de envios ""Correio Registado Nacional e Expresso Nacional""";GS;Mail;Commercial;In Acceptance;1001;;;;;Mail & Services
53918;[Desconexión SGC] Evolución pantalla web Nexus (modulo seguimiento de rutas/ recogidas);COO;eCommerce;Operations;In Acceptance;1002;;;;;eCommerce
88802;Helena Evolução + Arquitetura de referência para Soluções AI - Incremento 1;AVC;Mail;Corporate;In Acceptance;1003;;;;;Mail & Services
60535;[WebHook] - Shein ADT - Migración de infraestructura de Shein ADT;CIO;eCommerce;Technology;In Acceptance;1004;;;;;eCommerce
46806;[Qlik] - APP Contact Center Integrar toda la información de casos de Salesforce;ATC;eCommerce;Corporate;In Acceptance;1005;;;;;eCommerce
137549;Outsystems - Evolução processo de CI/CD;SI;eCommerce;Technology;Pitch;89;;;;;Mail & Services
129623;SAPSF Evolutivos 01.2026;GRH;Mail;Corporate;In Acceptance;1007;2;4;3;2;Mail & Services
57319;[Nexus] [We Sell] Carga de clientes de PT en Salesforce Sales;CCO;eCommerce;Commercial;Ready for Acceptance;1008;;;;;eCommerce
57268;[Nexus Piloto Operacional] Generación y consumo del POD para Fase 2;CMO;eCommerce;Commercial;Ready for Acceptance;1009;;;;;eCommerce
62247;[Qlik Sense][A-Scan] - Nuevos Filtros;COO;eCommerce;Operations;Ready for Acceptance;1010;;;;;eCommerce
120277;revamp.EPM - Framework CPM 360 MVP (BCR + PBF);PC;Mail;Corporate;Ready for Acceptance;1011;;;;;Mail & Services
94146;Validação Antecipada de Objetos a Recolher;GP ECL;Mail;Commercial;Ready for Acceptance;1012;;;;;Mail & Services
133333;Evolutivos SAP Logística Q1 2026;SEO;Fulfilment;Operations;In Development;1038;3;2;3;3;Mail & Services
70181;Novo Modelo operativo - Postos CTT não NAVe;GPG;Mail;Commercial;In Development;1021;4;4;3;4;Mail & Services
201921;Esforço CTT de apoio ao Banco CTT - Segregação de Identidades e Serviços Microsoft 365;BCTT;Mail;Technology;In Development;1023;;;;;Mail & Services
200523;Site Payshop | Duplicação do Template do Site CTT para Payshop;GPG;Payments;Commercial;In Development;1039;;;;;Mail & Services
194066;GALAXY (Stream Periféricos)| Aceitação de Novos Códigos de Barras em NAVe (Cobrança Postal);GS;Mail;Commercial;In Development;1022;;;;;Mail & Services
192929;Postman Digital Brain - Fase 1 & 2;EDO;Mail;Operations;In Development;1014;;;;;Mail & Services
149884;Aviso de Receção (AR) Digital;GP B2B;Mail;Commercial;In Development;1019;;;;;Mail & Services
121981;Auditoria 2.0 - Criação de Data Lake para implementação de Auditoria Contínua e Auditoria à Distancia - Entrega R3;ACR;Mail;Corporate;In Development;1040;;;;;Mail & Services
62519;Los usuarios de las delegaciones no tienen que ver las liquidaciones de LH de los proveedores;COO;eCommerce;Operations;In Development;1013;2;;;2;eCommerce
61318;[Nexus][Internacional]-[Nuevo Producto ECONOMY]- DHL-PARCEL;CMO;eCommerce;Commercial;In Development;1018;5;;2;4;eCommerce
60703;[PUDOS] - Incluir selección origen PT en Web Clientes para servicios RDP origen PT con manifiesto en ES;CMO;eCommerce;Commercial;In Development;1027;;;;;eCommerce
58466;[Web de Clientes][Web de Cambios] - Trazabilidad - Actualización de literales en visión de Web de clientes y Destinatario (Web de cambios);CMO;eCommerce;Commercial;In Development;1020;;;;;eCommerce
47872;[Internacional]-[Nuevo Producto Low Cost]- SKYNET;CMO;eCommerce;Commercial;In Development;1028;;;;;eCommerce
43578;[PUDOS] - Venta Internacional en PUDOS;CMO;eCommerce;Commercial;In Development;1032;;;;;eCommerce
68962;XRP - FASE 2: CTT e novas funcionalidades;RS;Mail;Corporate;In Development;1024;;;;;Mail & Services
50855;DORA - implementação de remediações (Payshop);CISO;Payments;CISO;In Development;1025;;;;;Mail & Services
141298;Api descarga Albaran Escaneado Cliente;IDC;eCommerce;Commercial;In Definition;20;;;;;eCommerce
140672;Plan de Retención de Clientes en Descenso de Actividad;CMO;eCommerce;Commercial;In Definition;134;;;;;eCommerce
140635;[PUDOS] - Lockers Locky - PT - Recogidas + Detalle de localización de Lockys;CMO;eCommerce;Commercial;In Solution;1;3;3;3;;eCommerce
140632;[WebHook] - Shein - LastMile - Establecer un criterio que sirva para enviar el valor A-Scan;IDC;eCommerce;Commercial;In Definition;10;;;;;eCommerce
140627;[PUDOS] Adaptación portal de proveedores para gestión de puntos de red propia;CMO;eCommerce;Commercial;In Definition;135;;;2;3;eCommerce
140623;[Nexus] - [We Sell] - [Desconexión ORACLE] - Funciones de equipos PREVENDAS;CCO;eCommerce;Commercial;Backlog;8;;;;;eCommerce
140620;[Nexus] - [We Sell] - [Desconexión ORACLE] - Onboarding Digital;CCO;eCommerce;Commercial;Backlog;9;;;;;eCommerce
140541;[Nexus] - [We Sell] - [Desconexión ORACLE] - Tareas del equipo BackOffice;CCO;eCommerce;Commercial;In Definition;10;;;;;eCommerce
139907;[Salesforce Sales] - Visualización de Tarifa actual y anterior por cliente.;CCO;eCommerce;Commercial;Backlog;22;;;;;eCommerce
139789;Mejora portal proveedor;COO;eCommerce;Operations;Backlog;48;2;5;2;2;eCommerce
