ID;Name;RequestingArea;RevenueStream;BudgetGroup;MicroPhase;PriorityRA;Value;Urgency;Risk;Size
130483;[PUDOS]-Modificación plantilla de factura en VDP relacionado con 58594;CFO;eCommerce;Corporate;Backlog;27;;;;
130480;Actualización de maestro de códigos postales PT en nexus;CIO;eCommerce;Technology;Backlog;36;;;;
130476;[PRODUCTO] [Web de Clientes] - Aranceles aduaneros Canarias;CMO;eCommerce;Commercial;Backlog;87;;;;
130475;Odoo - Implementación remitente personalizado;IDC;eCommerce;Commercial;Backlog;48;;;;
130473;[WebHook] - Indtex - Migracion de SGC a Cloud;IDC;eCommerce;Commercial;In Definition;27;;;;
130472;[Minerva] - Modificar la plantilla de respuesta de Signaturit cuando se firma un contrato;CMO;eCommerce;Commercial;Backlog;71;;;;
130468;Cierre diario de recogidas;ATC;eCommerce;Corporate;Backlog;28;;;;
130465;[PUDOS] [Web Pública] - Orientar venta directa (añadir literales);CMO;eCommerce;Commercial;Backlog;85;;;;
130456;[Web de Clientes] - Seguimiento - Añadir HORA junto a la FECHA;CMO;eCommerce;Commercial;Backlog;86;;;;
130455;[Web de Clientes] - Suscripción de informes - Reporte con la información de envíos de los últimos 30 días naturales;CMO;eCommerce;Commercial;Closed;0;;;;
130454;[Producto] - Incorporar Validación DNI / PIN (Servicio actual);CMO;eCommerce;Commercial;In Definition;76;;;;
130452;[Web de clientes] - Setting: Configurar envío predeterminado;CMO;eCommerce;Commercial;Backlog;74;;;;
130451;[Nexus-MVP] [Web de Clientes] Gestión Consumibles;CMO;eCommerce;Commercial;Pitch;21;;;;
130450;[Web de Clientes][Web de Cambios] - Trazabilidad - Actualización de literales en visión de Web de clientes y Destinatario (Web de cambios);CMO;eCommerce;Commercial;In Development;1;;;;
130449;[Minerva] - Interfaz de generación de ofertas de Minerva en portugués;CCO;eCommerce;Commercial;Ready for Solution;12;;;;
130447;[Web de Clientes] - Comportamiento recogidas en grabación masiva;CMO;eCommerce;Commercial;Backlog;99;;;;
130443;[Web de clientes] - Seguimiento 2.0 - Rediseño de la sección de seguimiento;CMO;eCommerce;Commercial;Backlog;46;;;;
130442;[Salesforce Sales] - Configuración campos/variables y GRP en Pardot;CMO;eCommerce;Commercial;Backlog;55;;;;
130440;Autodocumentacion Integración Mulesoft con IA;CIO;eCommerce;Technology;Backlog;50;;;;
130435;[Nexus P&S] -Portfolio Ibérico Ecommerce : Upload the proposal and pricing in Salesforce and Minerva;CMO;eCommerce;Commercial;In Solution;13;;;;
130434;[Desconexión SGC]: Consulta de Envíos;COO;eCommerce;Operations;In Development;15;;;;
130433;[PET-3-] [Item-Status-v2] - Es necesario propagar la localización GPS de los eventos en los cambios de estado de item y envío;CIO;eCommerce;Technology;Ready for Solution;27;;;;
130431;[Nexus-MVP] [Web de Clientes] Visualización Indicadores y KPIs en web de clientes en base a la app de Qlik;CMO;eCommerce;Commercial;Pitch;20;;;;
130420;[Web pública] - Infraestructura - Medición Analytics- Implementación DataLayer;CMO;eCommerce;Commercial;Discarded;75;;;;
130416;[Nexus Piloto Operacional] [We Care] Habilitar equipo de ATC para la gestión de envíos Nexus Fase 2 [BM 85810];ATC;eCommerce;Corporate;Selected for Production;2;;;;
130413;"[Desconexión SGC] - Creación nuevo estado ""No realizado""";ATC;eCommerce;Corporate;In Solution;3;;;;
130409;[Minerva] - Evaluación de la oferta en Minerva;CCO;eCommerce;Commercial;Backlog;32;;;;
130407;[Qlik] - Evaluador de ofertas en Qlik;CCO;eCommerce;Commercial;Backlog;29;;;;
130399;[PUDOS] - Descuento comercial RDP;CMO;eCommerce;Commercial;Backlog;68;;;;
130396;[Web de Clientes] - Grabación masiva de envíos (carga de fichero) - v2;CMO;eCommerce;Commercial;In Solution;16;;;;
130378;[WebHook] - Mediapost - Transmisión de estados en mensaje NO estándar;IDC;eCommerce;Commercial;Pitch;3;3;;;
130377;Creación de Interfaz de usuario para simular la creación y ciclo de vida de envío;CIO;eCommerce;Technology;Backlog;22;;;;
130370;[Nexus] [We Sell] Carga de clientes de PT en Salesforce Sales;CCO;eCommerce;Commercial;In Development;2;;;;
130368;[Salesforce Sales] - Contemplar los puntos de servicio a nivel master;CCO;eCommerce;Commercial;In Solution;28;;;;
130367;[Nexus Rollout] [We Bill] Estrategia de facturación de clientes ES y PT;CFO;eCommerce;Corporate;Backlog;24;;;;
130366;Seguimiento & Control de IT - Formación - Vacaciones - Otros;CIO;eCommerce;Technology;Backlog;74;;;;
130365;[Nexus Piloto Operacional] [We Care] Generación y consumo del POD para Fase 2;CMO;eCommerce;Commercial;In Approval;8;;;;
130362;[CIBER] - Eliminación del acceso público de los ficheros de agencias y canalizaciones en transfer.cttexpress.com;CIO;eCommerce;Technology;Backlog;29;;;;
130360;Cliente EXPOLLUM - Transmisión selectiva Mapper;IDC;eCommerce;Commercial;In Definition;13;;;;
130359;[ERROR 500 MS Manifest] YDH - TIK TOK;IDC;eCommerce;Commercial;Backlog;23;;;;
130358;ELKAR - Actualización de bultos/kilos en expedición mediante carga de fichero;IDC;eCommerce;Commercial;Backlog;56;;;;
130357;[CANCEL SHIPMENT - Falta check ccc] URL Management rpc-cancel;IDC;eCommerce;Commercial;Backlog;35;;;;
130351;[Web de clientes] - Funcionalidad de gestionar y visualizar el seguimiento de los Retornados;CMO;eCommerce;Commercial;Ready for Solution;49;;;;
130350;Analisis protocolos MCP para integración de clientes;CIO;eCommerce;Technology;Backlog;49;;;;
130349;Diseñar flujos de Trabajo IA - React;CIO;eCommerce;Technology;Backlog;48;;;;
130348;[Minerva]- Modelo Tarifario Densidades Zoning Actual;CMO;eCommerce;Commercial;Backlog;22;;;;
130347;[PUDOS] - [Notificaciones] - N3.1 Entrega en PUDOS mostrar variable pudo address;CMO;eCommerce;Commercial;Backlog;82;;;;
130343;[Nuevo Producto]-[Minerva]-Producto 48h a Islas Canarias;CMO;eCommerce;Commercial;Ready for Development;4;;;;
130342;[Nexus]-[Minerva]- Modelo Tarifario Densidades+Zona;CMO;eCommerce;Commercial;Backlog;81;;;;
130341;[Desconexión SGC] [Web de Clientes] - Descarga de seguimiento y en descarga masiva: Incluir más campos: Peso Facturado V2;CMO;eCommerce;Commercial;In Definition;28;;;;
130340;[Desconexión SGC] - Migración exportación estados e informes a Cloud;IDC;eCommerce;Commercial;Backlog;47;;;;
130336;Informes Personalizados Finanzas en SharePoint;CFO;eCommerce;Corporate;High Level Design;71;;;;
130331;[Desconexión SGC] [Salesforce Service] - Gestión de casos: modificaciones tipos de servicio;ATC;eCommerce;Corporate;Backlog;27;;;;
130328;Cálculo de festivos provinciales (caso País Vasco);ATC;eCommerce;Corporate;Discarded;26;;;;
130326;[Migración SalesForce a Nexus] - Mantenimiento de Recogidas fijas desde SalesForceV2;COO;eCommerce;Operations;Discarded;999;;;;
130320;Nueva funcionalidad SGC: Nuevas opciones de cambios masivos;CFO;eCommerce;Corporate;Backlog;28;;;;
130318;[Web publica] - Permitir a los destinatarios buscar un envío por número de etiqueta de enlace asociada en el localizador;CMO;eCommerce;Commercial;Backlog;66;;;;
130308;Restricción de Login en APP de Planta;COO;eCommerce;Operations;Backlog;34;;;;
130306;Crear LOG reglas de pago clientes SGC;CFO;eCommerce;Corporate;Backlog;62;;;;
130305;[Web de clientes] - Retorno en seguimiento - Mostrar por fecha de grabación y no de servicio;CMO;eCommerce;Commercial;Backlog;83;;;;
130304;[Nexus] [Producto] - Entregas Comerciales (Red Shopping);CMO;eCommerce;Commercial;Ready for Solution;15;;;;
130301;[Qlik] - Nuevos KPIS en Analítica Comercial;CCO;eCommerce;Commercial;Backlog;26;;;;
130300;[WebHook] - Factor Libre 4096600005 solo entorno de test;IDC;eCommerce;Commercial;Backlog;24;;;;
130298;[Desconexión SGC] [Salesforce Service] - Abonos, Siniestros e indemnizaciones;ATC;eCommerce;Corporate;Pitch;4;;;;
130293;[Salesforce Sales] - Clonar cliente de PRODUCCION en UAT;IDC;eCommerce;Commercial;Ready for Solution;38;;;;
130290;[Web de Clientes] - Minerva Ratings - Visualización incorrecta de tarifa del cliente 00052;CMO;eCommerce;Commercial;Backlog;79;;;;
130289;[Salesforce] - Datos de comisionista en Cuenta en el CRM;CCO;eCommerce;Commercial;High Level Design;36;;;;1
130285;[Web de Clientes] - Minerva Ratings - Actualizar el perfil tarifario de clientes al estándar de 1-20 envíos comprometidos para que visualice su tarifa en la web;CMO;eCommerce;Commercial;Backlog;78;;;;
130284;[PUDOS] - Mecanismo de diferenciación de recogidas en los COs. Recogidas vs. RDP;CMO;eCommerce;Commercial;Backlog;63;;;;
130278;[Salesforce Sales] - Notificaciones del Plan de Acompañamiento automáticas;CCO;eCommerce;Commercial;Backlog;51;;;;
130275;[Salesforce Sales] - Completar campo Estado / provincia;CCO;eCommerce;Commercial;Backlog;37;;;;
130266;[Salesforce Sales] - Campo Centro Operativo de clientes que cuelgan de Agencias Virtuales (Amazon, ICP, Inditex....);CCO;eCommerce;Commercial;Backlog;31;;;;
130255;[Desconexión SGC] [ FR y BR Web de clientes] - Proyecto Cloud (borrador);CMO;eCommerce;Commercial;Backlog;42;;;;
130253;[PUDOS] - Envíos Punto-Punto;CMO;eCommerce;Commercial;Backlog;64;;;;
130249;Ficheros DataTrans sin CP origen;IDC;eCommerce;Commercial;Backlog;18;;;;
130247;[Web clientes - Mapper] - Evolución completa de grabación masiva en Cloud;CMO;eCommerce;Commercial;Backlog;69;;;;
130244;Migración a Cloud ficheros IDL e Inditex;IDC;eCommerce;Commercial;In Definition;5;;;;
130239;[Desconexión SGC] Cambio Maestro de canalizaciones en COs;CIO;eCommerce;Technology;In Definition;40;;;;
130236;[Desconexión SGC] Lecturas de stock sobre Contenedores;COO;eCommerce;Operations;Backlog;33;;;;
130223;[Desconexión SGC] Evolución pantalla web Nexus (modulo seguimiento de rutas/ recogidas);COO;eCommerce;Operations;In Acceptance;4;;;;
130219;Integración Clientes;CIO;eCommerce;Technology;Backlog;69;;;;
130201;Manifest errores de carga en códigos postales.;IDC;eCommerce;Commercial;Backlog;19;;;;
130183;[PUDOS] -Planilla de selección de puntos según criterio del cliente;CMO;eCommerce;Commercial;Backlog;38;;;;
130178;[Desconexión SGC] [WebHook] - Monitorización WebHooks clientes;IDC;eCommerce;Commercial;Backlog;34;;;;
130174;[PUDOS] - Automatización de comunicación de eventos de Celeritas - CTT;CMO;eCommerce;Commercial;Backlog;61;;;;
130166;[Desconexión SGC] Migración exportación de informes de SGC a Cloud;CIO;eCommerce;Technology;Backlog;44;;;;
130163;BITACORA - Cambiar delivery_comments de lugar;IDC;eCommerce;Commercial;Backlog;30;;;;
130161;PMO - Seguimiento y Control de Proyectos;CIO;eCommerce;Technology;Backlog;73;;;;
130149;Cliente SALVADOR ESCODA SAT - Modificación Mapper;IDC;eCommerce;Commercial;In Definition;12;;;;
130147;[Desconexión SGC] [PUDOS] - Migración de funcionalidades de SGC al Cloud;CIO;eCommerce;Technology;Backlog;28;;;;
130145;Manifest - Estandarización de formato DNI en envíoscon adicional RID: Transformación automática a mayúsculas;IDC;eCommerce;Commercial;Backlog;42;;;;
130143;[QLIK] Incorporación de datos adicionales en BI (Income Tracking App);CFO;eCommerce;Corporate;Backlog;31;;;;
130142;[Web de Clientes] - Estados - Seguimiento - Error con los envíos al filtrar por fechas de grabación;CMO;eCommerce;Commercial;In Definition;80;;;;
130121;[Desconexión SGC] Grabación manual de envíos;COO;eCommerce;Operations;Backlog;23;;;;
130120;[Desconexión SGC] Reetiquetado;COO;eCommerce;Operations;In Definition;25;;;;
130119;[Desconexión SGC] Cierre diario: Escaneo de documentación;COO;eCommerce;Operations;Backlog;22;;;;
130114;[Desconexión SGC] Cierre diario: Liquidación de portes debidos y reembolsos;COO;eCommerce;Operations;In Definition;12;;;;
130113;[Desconexión SGC] Cierre diario: Incidencias;COO;eCommerce;Operations;Backlog;13;;;;
130112;[Desconexión SGC] Cierre diario: Recogidas;COO;eCommerce;Operations;Backlog;21;;;;
130111;Cambio en la Lógica de generación de OBX en Cainiao;CFO;eCommerce;Corporate;Backlog;30;;;;
130104;"KPI ""Días backlog envíos"" en app de análisis de calidad del reparto";ATC;eCommerce;Corporate;In Definition;21;;;;
130103;[Nexus] [Notificaciones] Whatsapp desde Marketing Cloud Engagement de Salesforce - Envío WP para el envío de notificaciones con incidencia;CMO;eCommerce;Commercial;Ready for Solution;12;;;;
130101;[PUDOS] - Check para permitir a cliente elegir si dtt recibe notificaciones del estado del envío;CMO;eCommerce;Commercial;Backlog;62;;;;
130079;[Auditoria PT] Pruebas sobre calidad de datos declarados por clientes con facturación basada en el peso y/o las medidas declaradas;PRO;eCommerce;Corporate;Backlog;7;;;;
130078;[Auditoria PT] Implementar pruebas preventivas para identificar errores en la parametrización de las reglas de peso;CIO;eCommerce;Technology;Backlog;33;;;;
130077;[Auditoria PT] Garantizar ejecución de fase de pruebas antes y después de implantar nuevos desarrollos;CIO;eCommerce;Technology;Backlog;32;;;;
130076;"[Desconexión SGC] [Auditoria PT] Controles para garantizar la integración correcta de la información entre microservicio ""Manifiestos"" y SGC";CIO;eCommerce;Technology;Backlog;45;;;;
130075;[Auditoria PT] Controles periódicos que garanticen la selección de lecturas óptimas para facturación;CIO;eCommerce;Technology;Backlog;20;;;;
130074;[Auditoria PT] Seguimiento de los cambios realizados manualmente o mediante automatización y control/aprobación de los mismos;CFO;eCommerce;Corporate;Backlog;66;;;;
130073;[Auditoria PT] Evaluar la implementación de una reclasificación automática de los servicios declarados incorrectamente por el cliente;CFO;eCommerce;Corporate;Backlog;65;;;;
130072;[Auditoria PT] Control de revisiones de alteraciones manuales;CFO;eCommerce;Corporate;Backlog;64;;;;
130071;[Auditoria PT] Consulta del historial de los datos de los objetos que han sido alterados manualmente o corregidos por la automatización;CFO;eCommerce;Corporate;Backlog;63;;;;
130070;[Auditoria PT] Automatismo para replicar la lógica de corrección manual de pesos declarados;PRO;eCommerce;Corporate;Backlog;6;;;;
130069;[Auditoria PT] Control periódico de Clientes Inactivos;CFO;eCommerce;Corporate;Backlog;61;;;;
130068;[Auditoria PT] Detección y expulsión en los clasificadores de objetos de Clientes inactivos;PRO;eCommerce;Corporate;Backlog;8;;;;
130045;BITACORA EVOLUCION DE ESTADOS FINALES;IDC;eCommerce;Commercial;Backlog;31;;;;
130044;Perdida de funcionalidad Modificación Artículos;CFO;eCommerce;Corporate;Backlog;8;;;;
130036;Notificaciones a PDA desde Portal del Proveedor;COO;eCommerce;Operations;Ready for Solution;40;;;;
130024;[Desconexión SGC] [WebHook] - Celeritas - Transmisión de estados;IDC;eCommerce;Commercial;In Definition;41;;;;
130021;[Desconexión SGC] Módulo de tasación Cloud;CIO;eCommerce;Technology;Backlog;55;;;;
130013;[Desconexión SGC] Gestión de Incidencias y Soluciones;COO;eCommerce;Operations;In Definition;16;;;;
130001;[Minerva] - Campos requeridos en contrato con firma digital por Signaturit;CCO;eCommerce;Commercial;Backlog;27;;;;
129984;Reconciliación bancaria de Cobros por tarjeta y Bizum;CFO;eCommerce;Corporate;In Solution;2;;;;
129979;[PUDOS] - Mejora servicio VDP;CMO;eCommerce;Commercial;Backlog;65;;;;
129972;Creación de un entorno específico para el Sistema de Gestión de Calidad y Sostenibilidad;PRO;eCommerce;Corporate;Backlog;9;;;;
129960;[Portal del Proveedor] Nuevas funcionalidades - Bloqueo Repartidor Seguridad;ATC;eCommerce;Corporate;In Definition;15;;;;
129944;Cálculo de la franja horaria de entrega y elaboración de los KPIS de seguimiento;COO;eCommerce;Operations;Ready for Solution;8;;;;
129941;[PUDOS] - Creación de alarma ante la falta de recepción de órdenes de recogidas de caducados Celeritas;CMO;eCommerce;Commercial;Backlog;70;;;;
129939;[Internacional] - Informar a FedEx del valor asegurado del envío;CMO;eCommerce;Commercial;In Definition;43;;;;
129938;[Nexus-MVP] [Web de Clientes] - Recogidas - Resolución Incidencia en la recogida causa ajena: permitir al cliente solicitar una nueva recogida;CMO;eCommerce;Commercial;Backlog;147;;;;
129934;[PUDOS] - Internalización de la gestión de envíos en punto Celeritas;CMO;eCommerce;Commercial;Backlog;148;;;;
129928;[Nexus - MVP] [PUDOS] - Desvío a PUDO al vuelo en incidencia;CMO;eCommerce;Commercial;Backlog;41;;;;
129912;[Web de Clientes] - Reportes: Suscripción Informes incidencias con disponibilidad a demanda;CMO;eCommerce;Commercial;In Definition;60;;;;
129896;[Nexus] [Notificaciones] - Notificaciones ibericas;CMO;eCommerce;Commercial;Ready for Solution;23;3;;2;2
129895;Sistema de seguimiento de rutas de arrastre - Implementación de eCMR;COO;eCommerce;Operations;Ready for Solution;11;3;4;4;4
129881;[Procesos] - Reenvío notificaciones envíos en incidencia estacionados;CMO;eCommerce;Commercial;In Definition;51;;;;
129878;[Qlik Sense] Mapa de Red;ATC;eCommerce;Corporate;In Definition;19;;;;
129869;[Desconexión SGC] [Salesforce Service] - Creación de flujos de trabajo entre Salesforce-Service y Nexia;ATC;eCommerce;Corporate;In Solution;6;;;;
129868;[Qlik] - Incluir ECCS en Analítica Comercial;CCO;eCommerce;Commercial;In Definition;14;;;;
129867;[Minerva] - Impresión del contrato en función de la etapa de la opp;CCO;eCommerce;Commercial;Backlog;24;;;;
129863;Publicar en Mule para Integrations recipient_available_actions;IDC;eCommerce;Commercial;In Definition;39;;;;
129862;[PUDOS] [Web de Clientes] - EDP y RDP: Tarificación por bonificación de servicios 24H y 48H;CMO;eCommerce;Commercial;In Definition;56;;;;
129850;[Integración] - Publicar landing page para gestionar Devoluciones por parte de los Destinatarios - (MAS DEPORTE);IDC;eCommerce;Commercial;In Definition;32;;;;
129848;[PUDOS] - Maquetación de Justificante de entrega PUDOS (POD);CMO;eCommerce;Commercial;Discarded;149;;;;
129836;[Salesforce] - Automatismo de asignación de casos a gestora de ingresos;CCO;eCommerce;Commercial;Backlog;35;;;;
129833;Securización entorno SENDA;COO;eCommerce;Operations;In Acceptance;14;2;2;2;3
129831;[PRODUCTO] - Puentes de Envíos a / desde Canarias, Ceuta y Melilla;CMO;eCommerce;Commercial;Discarded;50;;;;
129830;[Desconexión SGC] [Nexia] - Consulta masiva de envíos y acciones sobre los resultados + export/import en Excel;ATC;eCommerce;Corporate;In Definition;5;;;;
129829;[Desconexión SGC] [Salesforce] - Integración de GoContact IVR con el Cloud (Service);ATC;eCommerce;Corporate;In Solution;9;;;;
129826;[Desconexión SGC] [WebHook] - Implementacion de la Plataforma de WebHooks standard;CIO;eCommerce;Technology;In Definition;25;;;;
129803;Web Clientes​ - Automatizacion para Generacion y envio automatico de informes, Portal cliente;CFO;eCommerce;Corporate;Backlog;43;;;;
129795;Fichero interfase IGIC SGC-SAP;CFO;eCommerce;Corporate;Ready for Solution;18;;;;
129776;"Habilitar registro de incidencias ""Llegada por error"" y ""Mercancía no enlazada"" a través del código de barras del sinónimo.";CIO;eCommerce;Technology;Ready for Solution;39;;;;
129775;Trazabilidad;PRO;eCommerce;Corporate;In Definition;1;;;;
129771;[NEXUS] [Web de clientes]- Configuración - Administración, gestión de usuarios y centros de Clientes de Venta directa (settings);CMO;eCommerce;Commercial;Ready for Solution;11;;;;
129758;[NEXUS] [Web de cambios] - Transformación web de cambios - Rediseño y tecnología React;CMO;eCommerce;Commercial;Pitch;45;;;;
129757;API'S para clientes Tipos Servicio Disponibles (Integración de Clientes);IDC;eCommerce;Commercial;In Definition;36;;;;
129755;[Nexus][Internacional]-[Nuevo Producto Low Cost]- SKYNET;CMO;eCommerce;Commercial;In Development;999;;;;
129752;Qlik - Analítica Comercial: Dimensión Grupo de Empresas;CCO;eCommerce;Commercial;Backlog;23;;;;
129750;[Salesforce] - Fusión de casos por sinónimos en Service;ATC;eCommerce;Corporate;Closed;12;;;;
129741;[Containerization] FASE2: Producir en package_event;CIO;eCommerce;Technology;In Definition;26;;;;
129739;Herramienta Monitorización Manifiestos (Carga de Ficheros Cloud y Grabacion Api's);IDC;eCommerce;Commercial;Discarded;17;;;;
129736;[Salesforce Service] - Reglas de cierre y respuesta automática de casos de envíos estacionados o ubicados;ATC;eCommerce;Corporate;In Definition;17;;;;
129729;[Minerva] - Servicios adicionales gestionables por el equipo Comercial en la creación de una oferta;CCO;eCommerce;Commercial;Backlog;21;;;;
129726;[Producto] - Código promocional;CMO;eCommerce;Commercial;Ready for Solution;134;;;;
129725;Mapper: Posibilidad de indicar la ruta de instalación.;IDC;eCommerce;Commercial;Backlog;29;;;;
129721;[SGC] Actualizar protocolo de comunicaciones TLS;CIO;eCommerce;Technology;Ready for Solution;41;;;;
129697;Qlik para comerciales;CMO;eCommerce;Commercial;In Definition;36;;;;
129679;[Desconexión SGC] Evolutivo - Quitar topics SGC (control point, ship-v1,..);CIO;eCommerce;Technology;Ready for Solution;37;;;;
129678;[Desconexión SGC] PDA Planta-Dependencias PDA planta de SGC;CIO;eCommerce;Technology;In Definition;21;;;;
129677;[Seguridad] PDA Planta (TO)/Gestión de Planta/ Auditoría de seguridad/Control de conductores;ATC;eCommerce;Corporate;Ready for Solution;8;;;;
129676;[Nexus] [Producto] - Devolución Fácil /Easy Return (implantar el modelo de PT para las devoluciones);CMO;eCommerce;Commercial;Ready for Solution;18;;;;
129675;[PUDOS] - Filtrado - Depuración en envíos a dirección PUDO sin PER;CMO;eCommerce;Commercial;Backlog;54;;;;
129674;[PUDOS] - Herramienta de seguimiento de recogidas infructuosas de caducados;CMO;eCommerce;Commercial;Backlog;53;;;;
129672;[Producto] - Devoluciones anticipadas: Solicitud de Devolución de Envíos al vuelo;CMO;eCommerce;Commercial;Ready for Solution;26;;;;
129671;[PUDOS] - Resolución incidencias de Puntos CTT Express;CMO;eCommerce;Commercial;In Definition;150;;;;
129670;[Nexus] [Producto] - Pack Express;CMO;eCommerce;Commercial;Ready for Solution;14;;;;
129669;[Qlik] - Tasa de Retención & Churn Rate (Qlik: Automatizar el modelo);CMO;eCommerce;Commercial;In Definition;39;;;;
129668;[PUDOS] - Automatización de la facturación cruzada con las redes de puntos.;CMO;eCommerce;Commercial;Backlog;72;;;;
129667;[Nexus] [Web de Clientes] - Recogida Flexible Grabación de envíos: Permitir recogida a la carta;CMO;eCommerce;Commercial;Backlog;84;;;;
129666;"Evolutivo PDA de reparto (""modo Wizard"")";COO;eCommerce;Operations;In Rollout/Warranty;0;;;1;
129663;Cambio de API para disponer de la información de valor y peso a declarar ante la aduana por parte del Cliente (TC);CIO;eCommerce;Technology;Backlog;72;;;;
129662;Nueva estrategia de integración de Clientes (TC);CCO;eCommerce;Commercial;Backlog;52;;;;
129654;Conexión de eventos estados PT-ES/Transición de estados con eventos PT;ATC;eCommerce;Corporate;Backlog;30;;;;
129653;Revisión feedback a Clientes conectados a SGC (legacy);CCO;eCommerce;Commercial;Backlog;53;;;;
129649;Desarrollo Nuevas funcionalidades/Venta (TP);CMO;eCommerce;Commercial;Backlog;151;;;;
129648;Implementación de la red Locky (TP);CMO;eCommerce;Commercial;Backlog;152;;;;
129601;PDA Planta (TO)/Gestión de Planta/Mejoras pendientes/Solventar error de contenerización y doble registro;COO;eCommerce;Operations;In Definition;38;;;;
129599;PDA Planta (TO)/Gestión de Planta/Gestión FIFO en San fernando;COO;eCommerce;Operations;In Definition;37;;;;
129593;Servicios Preferentes/Revisión del cálculo de compromiso (TP);CMO;eCommerce;Commercial;In Definition;153;;;;
129592;Aplicación de reglas en registros de peso y volumen (TC);CFO;eCommerce;Corporate;In Definition;72;;;;
129588;[Desconexión SGC] [Salesforce Service] - Migración del Almacén regulador​ de SGC;ATC;eCommerce;Corporate;Backlog;14;;;;
129587;[Qlik] - APP Contact Center Integrar toda la información de casos de Salesforce;ATC;eCommerce;Corporate;In Acceptance;7;;;;
129583;[Mejora Calidad Servicio] - PDA - Envios Multibulto (aplicar logica de causa propia - ajena) (TO);ATC;eCommerce;Corporate;In Definition;11;;;;
129577;Incluir 'audit' en los mensajes publicados en el tópico aws.delivery.fct.international-v1;CIO;eCommerce;Technology;Backlog;25;;;;
129576;[Salesforce Service] - Incidencias C. Propia/Automatizar incidencias en SF (marcar prioridad en SENDA desde IVR y Web);ATC;eCommerce;Corporate;Ready for Solution;13;;;;
129572;[PUDOS] [Wizard] - Funcionalidad PDA: Entrega de envíos en PUDO mediante Baliza;COO;eCommerce;Operations;In Definition;32;;;;
129569;[Desconexión SGC] [QLIK] Calidad de Recogidas App QLIK;ATC;eCommerce;Corporate;Backlog;24;;;;
129566;Mejora Mapper Agrupacion;IDC;eCommerce;Commercial;Backlog;28;;;;
129565;[Internacional] - Política de reintentos en la grabación de envíos internacionales en el sistema del proveedor;CIO;eCommerce;Technology;Backlog;24;;;;
129562;[Auditoria PT] [Salesforce Sales] - (Des)Activación de clientes centros y usuarios por cese o impagos;CCO;eCommerce;Commercial;Backlog;54;;;;
129560;[Salesforce] - Gestión de casos asignados al área comercial;CCO;eCommerce;Commercial;Backlog;55;;;;
129557;"[Salesforce Sales] - Nuevo Campo Cuenta tipo Cliente y centro: ""Gestión por""";CCO;eCommerce;Commercial;Backlog;56;;;;
129555;[Salesforce] - Relacionar una implementación entre varios clientes que cuelgan de un mismo grupo de empresa;IDC;eCommerce;Commercial;Ready for Solution;45;;;;
129554;[Salesforce Integración Clientes] - Automatizar el cierre de una implementación exitosa;IDC;eCommerce;Commercial;Backlog;44;;;;
129553;"[SGC] - Funcionalidad de Comisión Reembolso sobre ""entregados"" activa";CFO;eCommerce;Corporate;High Level Design;15;;;;
129549;[Desconexión SGC] [WebHook] - Dupla Logistics - Envío de estados;IDC;eCommerce;Commercial;In Definition;40;;;;
129548;[Salesforce] - Marca que permita determinar si un Lead es reasignable en el CRM;CCO;eCommerce;Commercial;;42;;;;
129547;[Salesforce Sales] - Disponer de un botón que permita sincronizar toda una cuenta (cliente, contactos y direcciones);CCO;eCommerce;Commercial;Backlog;33;;;;
129545;[Salesforce] - Cancelar ofertas no firmadas cuando se cancele una oportunidad;CCO;eCommerce;Commercial;Backlog;38;;;;
129544;[Salesforce Sales] - Modificar el CIF de un centro relacionado cuando se modifique un Prospecto;CCO;eCommerce;Commercial;Backlog;39;;;;
129543;[Salesforce]​ - Reexpedir -recanalizar- y destruir un envío por parte del equipo de ATC;ATC;eCommerce;Corporate;In Definition;23;;;;
129535;[Salesforce Integración Clientes] - Nueva lógica creación de implementaciones;IDC;eCommerce;Commercial;Ready for Solution;43;;;;
129534;[Nexus]-[Minerva]- CTT 14h MINERVA Óptica (Nuevo producto comercial);CMO;eCommerce;Commercial;In Definition;30;;;;
129533;[Minerva] - Dispersiones estándar de ofertas de tipo B y C;CCO;eCommerce;Commercial;Ready for Solution;30;;;;
129530;[Qlik] - CANDIDATES MANAGEMENT (Crear un modelo para medir las campañas de MK);CMO;eCommerce;Commercial;Backlog;52;;;;
129529;[Evolutivos SGC Finanzas] Historificación datos de facturación perdidos tras ataque informático (PENDIENTE SOLUCIÓN DE IT YA PRESENTADA);CFO;eCommerce;Corporate;Backlog;37;;;;
129518;[Evolutivos Minerva] Zonificacion PT detallada (combinaciones PTC-PTI/PTI-PTI) (Valorar por MKT);CFO;eCommerce;Corporate;Backlog;21;;;;
129510;Seguimiento de envíos por Api Devolución retornado reexpedido y recogidas;IDC;eCommerce;Commercial;In Definition;33;;;;
129509;Qlik - Analítica Comercial - Clientes Activos;CCO;eCommerce;Commercial;In Definition;17;;;;
129508;[Qlik] - Nueva App Plan de Acogida y Acompañamiento;ATC;eCommerce;Corporate;In Definition;18;;;;
129507;[PUDOs] - [QLIK] Nueva App Pudo Sales;CMO;eCommerce;Commercial;Backlog;27;;;;
129506;[Qlik] - Nprinting - Informe efectividad de red;ATC;eCommerce;Corporate;In Definition;25;;;;
129505;Qlik - Estado de Venta;CCO;eCommerce;Commercial;In Definition;19;;;;
